patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_46_10,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_46_10,S2A_MSIL2A_20170717T113321_46_10,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_46_12,['Arable land' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_46_12,S2A_MSIL2A_20170717T113321_46_12,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_01_75,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_1_75,S2B_MSIL2A_20170927T094019_1_75,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_01_86,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_1_86,S2B_MSIL2A_20170927T094019_1_86,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_74_37,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_74_37,S2B_MSIL2A_20180515T094029_74_37,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_74_40,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_74_40,S2B_MSIL2A_20180515T094029_74_40,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_02_45,['Arable land' 'Complex cultivation patterns'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_2_45,S2B_MSIL2A_20170927T094019_2_45,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_74_41,['Coniferous forest' 'Inland waters'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_74_41,S2B_MSIL2A_20180515T094029_74_41,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_02_47,['Arable land' 'Complex cultivation patterns' 'Urban fabric'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_2_47,S2B_MSIL2A_20170927T094019_2_47,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_46_35,['Arable land' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_46_35,S2A_MSIL2A_20170717T113321_46_35,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_02_50,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_2_50,S2B_MSIL2A_20170927T094019_2_50,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_04,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_4,S2A_MSIL2A_20180506T100031_0_4,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_74_62,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_74_62,S2B_MSIL2A_20180515T094029_74_62,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_06,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_6,S2A_MSIL2A_20180506T100031_0_6,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_74_65,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_74_65,S2B_MSIL2A_20180515T094029_74_65,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_17,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_17,S2A_MSIL2A_20180506T100031_0_17,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_46_71,['Arable land' 'Pastures'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_46_71,S2A_MSIL2A_20170717T113321_46_71,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_20,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_20,S2A_MSIL2A_20180506T100031_0_20,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_74_82,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_74_82,S2B_MSIL2A_20180515T094029_74_82,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_74_84,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_74_84,S2B_MSIL2A_20180515T094029_74_84,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_46_87,['Arable land' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_46_87,S2A_MSIL2A_20170717T113321_46_87,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_03_53,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_3_53,S2B_MSIL2A_20170927T094019_3_53,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_47,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_47,S2A_MSIL2A_20180506T100031_0_47,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_03_61,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_3_61,S2B_MSIL2A_20170927T094019_3_61,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_03_68,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_3_68,S2B_MSIL2A_20170927T094019_3_68,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_57,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_57,S2A_MSIL2A_20180506T100031_0_57,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_63,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_63,S2A_MSIL2A_20180506T100031_0_63,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_31,['Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_31,S2A_MSIL2A_20170717T113321_47_31,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_65,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_65,S2A_MSIL2A_20180506T100031_0_65,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_00_68,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_0_68,S2A_MSIL2A_20180506T100031_0_68,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_37,['Arable land' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_37,S2A_MSIL2A_20170717T113321_47_37,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_03_83,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest' 'Transitional woodland, shrub' 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_3_83,S2B_MSIL2A_20170927T094019_3_83,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_03_85,"['Arable land' 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_3_85,S2B_MSIL2A_20170927T094019_3_85,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_43,['Arable land' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_43,S2A_MSIL2A_20170717T113321_47_43,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_75_43,['Inland waters'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_75_43,S2B_MSIL2A_20180515T094029_75_43,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_75_44,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_75_44,S2B_MSIL2A_20180515T094029_75_44,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_46,['Arable land' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_46,S2A_MSIL2A_20170717T113321_47_46,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_75_46,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_75_46,S2B_MSIL2A_20180515T094029_75_46,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_49,['Arable land' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_49,S2A_MSIL2A_20170717T113321_47_49,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_75_51,"['Inland waters' 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_75_51,S2B_MSIL2A_20180515T094029_75_51,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_01,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_1,S2A_MSIL2A_20180506T100031_1_1,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_07,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_7,S2A_MSIL2A_20180506T100031_1_7,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_73,['Arable land' 'Pastures'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_73,S2A_MSIL2A_20170717T113321_47_73,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_75_72,['Coniferous forest' 'Inland waters'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_75_72,S2B_MSIL2A_20180515T094029_75_72,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_75,['Arable land' 'Pastures'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_75,S2A_MSIL2A_20170717T113321_47_75,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_82,['Industrial or commercial units' 'Pastures' 'Urban fabric'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_82,S2A_MSIL2A_20170717T113321_47_82,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_75_80,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_75_80,S2B_MSIL2A_20180515T094029_75_80,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_04_81,"['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_4_81,S2B_MSIL2A_20170927T094019_4_81,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_47_87,['Arable land' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_47_87,S2A_MSIL2A_20170717T113321_47_87,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_04_88,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Pastures' 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_4_88,S2B_MSIL2A_20170927T094019_4_88,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_48_12,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_48_12,S2A_MSIL2A_20170717T113321_48_12,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_37,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_37,S2A_MSIL2A_20180506T100031_1_37,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_76_17,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_76_17,S2B_MSIL2A_20180515T094029_76_17,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_52,"['Complex cultivation patterns' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_52,S2A_MSIL2A_20180506T100031_1_52,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_05_63,['Arable land' 'Complex cultivation patterns' 'Urban fabric'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_5_63,S2B_MSIL2A_20170927T094019_5_63,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_56,"['Arable land' 'Complex cultivation patterns' 'Mixed forest' 'Pastures'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_56,S2A_MSIL2A_20180506T100031_1_56,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_05_64,['Arable land' 'Complex cultivation patterns' 'Urban fabric'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_5_64,S2B_MSIL2A_20170927T094019_5_64,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_76_26,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_76_26,S2B_MSIL2A_20180515T094029_76_26,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_76_31,"['Coniferous forest' 'Industrial or commercial units' 'Mixed forest'
 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_76_31,S2B_MSIL2A_20180515T094029_76_31,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_76_37,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_76_37,S2B_MSIL2A_20180515T094029_76_37,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_48_49,['Complex cultivation patterns' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_48_49,S2A_MSIL2A_20170717T113321_48_49,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_74,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_74,S2A_MSIL2A_20180506T100031_1_74,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_05_86,['Arable land' 'Complex cultivation patterns'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_5_86,S2B_MSIL2A_20170927T094019_5_86,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_78,['Coniferous forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_78,S2A_MSIL2A_20180506T100031_1_78,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_79,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_79,S2A_MSIL2A_20180506T100031_1_79,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_48_56,['Arable land' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_48_56,S2A_MSIL2A_20170717T113321_48_56,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_06_52,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_6_52,S2B_MSIL2A_20170927T094019_6_52,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_76_68,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_76_68,S2B_MSIL2A_20180515T094029_76_68,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_48_79,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_48_79,S2A_MSIL2A_20170717T113321_48_79,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_06_67,['Arable land' 'Complex cultivation patterns'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_6_67,S2B_MSIL2A_20170927T094019_6_67,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_06_70,['Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_6_70,S2B_MSIL2A_20170927T094019_6_70,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_02_19,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_2_19,S2A_MSIL2A_20180506T100031_2_19,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_49_08,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_49_8,S2A_MSIL2A_20170717T113321_49_8,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_06_80,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_6_80,S2B_MSIL2A_20170927T094019_6_80,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_76_83,['Coniferous forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_76_83,S2B_MSIL2A_20180515T094029_76_83,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_02_27,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_2_27,S2A_MSIL2A_20180506T100031_2_27,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_02_28,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_2_28,S2A_MSIL2A_20180506T100031_2_28,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_49_14,['Arable land' 'Pastures'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPV_49_14,S2A_MSIL2A_20170717T113321_49_14,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_76_84,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_76_84,S2B_MSIL2A_20180515T094029_76_84,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_00,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_77_0,S2B_MSIL2A_20180515T094029_77_0,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_03,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_77_3,S2B_MSIL2A_20180515T094029_77_3,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_07_46,['Arable land' 'Complex cultivation patterns'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_7_46,S2B_MSIL2A_20170927T094019_7_46,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_49_28,['Arable land' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_49_28,S2A_MSIL2A_20170717T113321_49_28,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_02_52,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_2_52,S2A_MSIL2A_20180506T100031_2_52,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_19,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_77_19,S2B_MSIL2A_20180515T094029_77_19,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_07_62,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_7_62,S2B_MSIL2A_20170927T094019_7_62,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_23,"['Inland waters' 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_77_23,S2B_MSIL2A_20180515T094029_77_23,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_02_57,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_2_57,S2A_MSIL2A_20180506T100031_2_57,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_28,['Coniferous forest' 'Inland waters'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_77_28,S2B_MSIL2A_20180515T094029_77_28,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_49_49,['Arable land' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_49_49,S2A_MSIL2A_20170717T113321_49_49,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_49_50,['Arable land' 'Complex cultivation patterns' 'Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_49_50,S2A_MSIL2A_20170717T113321_49_50,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_02_61,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_2_61,S2A_MSIL2A_20180506T100031_2_61,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_02_65,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_2_65,S2A_MSIL2A_20180506T100031_2_65,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_07_68,['Arable land' 'Complex cultivation patterns'],train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_7_68,S2B_MSIL2A_20170927T094019_7_68,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_36,['Coniferous forest' 'Inland waters'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_77_36,S2B_MSIL2A_20180515T094029_77_36,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_07_77,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35VLC_7_77,S2B_MSIL2A_20170927T094019_7_77,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_40,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_77_40,S2B_MSIL2A_20180515T094029_77_40,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_41,['Arable land' 'Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_77_41,S2B_MSIL2A_20180515T094029_77_41,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_49_61,['Pastures'],test,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_49_61,S2A_MSIL2A_20170717T113321_49_61,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_49_69,['Arable land' 'Pastures' 'Urban fabric'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_49_69,S2A_MSIL2A_20170717T113321_49_69,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_49_72,['Arable land' 'Complex cultivation patterns' 'Pastures'],validation,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_49_72,S2A_MSIL2A_20170717T113321_49_72,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_77_62,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_77_62,S2B_MSIL2A_20180515T094029_77_62,False,False
